date,high temp,low temp,solarRad
2018-01-01 23:58:00,76.8,42.3,379.3
2018-01-02 23:55:00,81.3,48.6,410.4
2018-01-03 23:59:00,73.4,49.1,336.3
2018-01-04 23:56:00,75.9,50.4,531.1
2018-01-05 23:56:00,72.7,50.5,429.0
2018-01-06 23:55:00,73.6,54.0,279.9
2018-01-07 23:27:00,75.6,49.1,380.3
2018-01-08 23:59:00,64.0,58.5,131.8
2018-01-09 23:35:00,59.9,46.4,268.9
2018-01-10 23:56:00,67.6,43.7,446.3
2018-01-11 23:53:00,72.5,43.7,454.3
2018-01-12 23:58:00,82.6,46.9,474.6
2018-01-13 23:40:00,82.2,47.5,503.5
2018-01-14 23:46:00,81.5,48.9,492.4
2018-01-15 23:54:00,75.6,45.7,443.0
2018-01-16 23:58:00,73.2,47.1,357.5
2018-01-17 23:58:00,80.2,48.2,501.5
2018-01-18 23:59:00,78.1,48.2,480.0
2018-01-19 23:58:00,61.2,44.1,243.6
2018-01-20 23:58:00,60.1,43.0,462.8
2018-01-21 23:55:00,64.0,35.4,444.5
2018-01-22 23:57:00,69.4,41.0,489.4
2018-01-23 23:58:00,74.1,41.0,504.2
2018-01-24 23:57:00,75.0,40.3,566.0
2018-01-25 23:55:00,63.7,39.2,464.5
2018-01-26 23:57:00,68.4,39.4,488.8
2018-01-27 23:57:00,72.1,38.7,477.2
2018-01-28 12:18:00,81.0,60.1,525.0
2018-01-31 23:56:00,50.5,49.6,0.0
2018-02-01 23:58:00,82.0,44.2,520.6
2018-02-02 23:57:00,85.8,47.3,528.8
2018-02-03 23:56:00,88.9,48.7,551.1
2018-02-04 23:55:00,86.7,49.6,561.7
2018-02-05 23:57:00,80.2,49.5,539.7
2018-02-06 23:58:00,80.6,46.6,517.0
2018-02-07 23:58:00,84.6,45.5,548.5
2018-02-08 23:58:00,87.6,45.5,567.0
2018-02-09 23:58:00,79.5,48.4,539.3
2018-02-10 23:55:00,64.4,47.3,542.3
2018-02-11 23:59:00,73.6,40.6,527.3
2018-02-12 23:58:00,62.2,45.1,593.5
2018-02-13 23:56:00,63.0,43.0,528.4
2018-02-14 23:57:00,67.3,46.6,514.5
2018-02-15 23:58:00,72.3,41.5,532.8
2018-02-16 23:59:00,75.4,39.7,556.8
2018-02-17 23:58:00,75.7,41.2,554.2
2018-02-18 23:55:00,67.6,40.3,545.2
2018-02-19 23:59:00,55.9,37.6,533.3
2018-02-20 23:55:00,59.5,33.4,522.8
2018-02-21 23:55:00,59.0,34.3,524.9
2018-02-22 23:56:00,59.2,33.1,611.2
2018-02-23 23:55:00,56.3,34.7,522.4
2018-02-24 23:55:00,63.3,30.4,542.1
2018-02-25 23:55:00,69.8,37.6,563.7
2018-02-26 23:54:00,63.9,35.4,542.8
2018-02-27 23:58:00,53.1,34.0,500.6
2018-02-28 23:59:00,61.3,33.8,617.9
2018-03-01 23:56:00,62.8,37.4,644.2
2018-03-02 23:56:00,57.6,49.1,498.9
2018-03-03 23:56:00,55.2,41.9,542.1
2018-03-04 23:58:00,64.8,34.2,581.8
2018-03-05 23:55:00,71.4,36.7,605.1
2018-03-06 23:59:00,77.7,38.1,638.7
2018-03-07 23:58:00,74.7,43.7,612.7
2018-03-08 23:58:00,82.0,42.6,664.5
2018-03-09 23:58:00,72.5,46.2,566.5
2018-03-10 23:56:00,60.6,54.3,242.6
2018-03-11 23:58:00,66.6,55.2,659.6
2018-03-12 23:56:00,77.2,50.2,634.8
2018-03-13 23:55:00,66.4,54.5,404.7
2018-03-14 23:56:00,63.3,49.8,711.8
2018-03-15 23:57:00,64.9,45.5,641.2
2018-03-16 23:59:00,60.3,44.8,674.6
2018-03-17 23:58:00,60.6,41.2,694.2
2018-03-18 23:58:00,63.9,37.4,657.7
2018-03-19 23:57:00,73.4,40.6,676.4
2018-03-20 23:56:00,71.4,46.8,489.7
2018-03-21 23:56:00,59.0,50.7,233.3
2018-03-22 23:56:00,60.6,55.2,394.0
2018-03-23 23:56:00,69.3,48.4,685.5
2018-03-24 23:59:00,64.9,45.3,794.9
2018-03-25 23:55:00,62.8,41.2,781.2
2018-03-26 23:59:00,71.2,39.7,654.7
2018-03-27 23:58:00,77.9,47.3,680.3
2018-03-28 23:58:00,80.6,43.3,692.7
2018-03-29 23:56:00,84.4,46.9,703.4
2018-03-30 23:56:00,89.8,49.6,699.5
2018-03-31 23:55:00,82.8,48.7,744.3
2018-04-01 23:55:00,74.7,51.1,757.3
2018-04-02 23:55:00,69.3,50.9,719.8
2018-04-03 23:59:00,76.8,47.3,697.1
2018-04-04 23:59:00,77.5,48.4,677.6
2018-04-05 23:56:00,76.8,53.4,669.0
2018-04-06 23:55:00,77.4,50.2,712.0
2018-04-07 23:58:00,79.3,54.5,780.7
2018-04-08 23:58:00,83.1,49.8,726.2
2018-04-09 23:59:00,96.3,50.7,726.4
2018-04-10 23:49:00,93.9,52.0,730.4
2018-04-11 23:58:00,81.5,50.9,689.5
2018-04-12 23:58:00,70.0,48.7,645.0
2018-04-13 23:57:00,83.3,48.6,682.4
2018-04-14 23:56:00,87.8,46.0,707.7
2018-04-15 23:59:00,81.1,45.7,735.1
2018-04-16 23:55:00,67.1,45.7,719.5
2018-04-17 23:59:00,75.6,40.6,670.7
2018-04-18 23:59:00,75.0,42.1,688.8
2018-04-19 23:55:00,66.0,42.6,816.5
2018-04-20 23:57:00,81.9,43.7,711.4
2018-04-21 23:55:00,92.5,47.3,782.5
2018-04-22 23:58:00,91.0,51.1,737.2
2018-04-23 23:59:00,88.0,51.1,728.5
2018-04-24 23:55:00,84.6,49.5,710.9
2018-04-25 23:56:00,85.1,48.4,699.3
2018-04-26 23:55:00,80.2,47.7,685.6
2018-04-27 23:56:00,76.1,50.7,675.8
2018-04-28 23:58:00,77.5,47.3,681.2
2018-04-29 23:59:00,70.5,48.2,774.6
2018-04-30 23:57:00,64.8,50.4,559.1
2018-05-01 23:56:00,56.5,50.7,233.2
2018-05-02 23:55:00,65.5,47.1,776.4
2018-05-03 23:54:00,80.8,47.3,692.3
2018-05-04 23:55:00,92.3,50.4,763.9
2018-05-05 23:59:00,96.1,54.3,762.5
2018-05-06 23:57:00,91.6,55.9,826.4
2018-05-07 23:55:00,87.1,49.8,724.4
2018-05-08 08:49:00,68.9,50.5,374.4
2018-06-16 23:59:53,61.5,58.6,24.9
2018-06-17 23:59:56,69.6,58.1,736.8
2018-06-18 23:59:57,77.9,54.0,666.7
2018-06-19 23:59:43,87.1,52.3,679.8
2018-06-20 23:59:45,92.7,55.9,706.3
2018-06-21 23:59:48,91.0,60.6,682.2
2018-06-22 23:59:51,94.5,60.1,681.4
2018-06-23 23:59:52,76.5,60.4,733.0
2018-06-24 23:59:55,82.8,59.4,664.1
2018-06-25 23:59:58,91.9,57.7,686.5
2018-06-26 23:59:43,91.0,55.6,679.7
2018-06-27 23:59:45,92.1,57.9,688.8
2018-06-28 23:59:49,86.7,55.8,661.4
2018-06-29 23:59:50,81.1,60.6,646.4
2018-06-30 23:59:53,84.7,61.2,646.2
2018-07-01 23:59:55,90.1,58.8,668.5
2018-07-02 23:59:56,89.2,58.8,665.8
2018-07-03 23:59:44,85.1,61.3,646.9
2018-07-04 23:59:46,88.7,60.1,655.7
2018-07-05 23:59:50,103.5,56.1,773.9
2018-07-06 23:59:53,115.9,68.9,732.6
2018-07-07 23:59:56,111.4,76.5,763.3
2018-07-08 23:59:58,103.3,71.6,799.8
2018-07-09 23:59:44,102.9,69.3,771.3
2018-07-10 23:59:48,96.6,68.2,798.2
2018-07-11 23:59:50,98.6,65.8,894.5
2018-07-12 23:59:52,98.6,71.2,692.4
2018-07-13 23:59:55,100.6,65.3,689.0
2018-07-14 23:59:57,100.6,64.6,679.3
2018-07-15 23:59:46,98.6,65.8,673.5
2018-07-16 23:59:48,96.6,65.3,659.7
2018-07-17 23:59:51,95.4,65.1,645.9
2018-07-18 23:59:53,94.8,66.2,854.3
2018-07-19 23:59:28,95.5,71.6,616.9
2018-07-20 23:59:42,93.2,67.3,642.9
2018-07-21 23:59:33,94.6,63.9,702.7
2018-07-22 23:59:59,101.1,63.9,672.4
2018-07-23 23:59:47,107.2,66.7,677.5
2018-07-24 23:59:50,106.9,68.9,668.8
2018-07-25 13:59:34,102.9,67.8,665.8
2018-07-26 23:59:55,97.7,71.6,556.9
2018-07-27 23:59:58,103.1,65.3,648.4
2018-07-28 23:59:44,96.1,63.1,626.9
2018-07-29 23:59:49,100.6,65.8,657.1
2018-07-30 23:59:52,100.9,70.0,688.5
2018-07-31 23:59:52,104.2,66.6,671.4
2018-08-01 23:59:55,102.0,67.3,659.6
2018-08-02 23:59:57,98.2,66.7,636.5
2018-08-03 23:59:49,98.4,66.2,666.2
2018-08-04 23:59:50,98.8,61.5,648.4
2018-08-05 23:59:53,100.2,61.0,663.5
2018-08-06 23:59:54,106.3,60.6,679.8
2018-08-07 23:59:55,105.6,64.2,678.5
2018-08-08 23:59:59,99.9,61.3,681.9
2018-08-09 23:59:49,106.3,63.5,685.6
2018-08-10 23:59:47,97.5,65.7,702.5
2018-08-11 23:59:48,93.0,67.8,596.0
2018-08-12 23:59:49,93.0,68.2,620.3
2018-08-13 23:59:52,93.0,60.4,629.1
2018-08-14 23:59:54,92.7,61.2,630.8
2018-08-15 23:59:57,95.4,62.4,639.0
2018-08-16 23:59:59,95.7,65.5,625.3
2018-08-17 23:59:48,97.0,67.6,619.0
2018-08-18 23:59:49,94.5,66.4,620.6
2018-08-19 23:59:50,95.0,64.9,631.0
2018-08-20 23:59:53,91.6,64.8,649.8
2018-08-21 23:59:55,91.6,68.0,613.0
2018-08-22 23:59:57,96.1,65.8,625.3
2018-08-23 23:59:47,94.5,61.0,633.6
2018-08-24 23:59:47,89.8,58.5,630.8
2018-08-25 23:59:47,88.5,59.4,609.2
2018-08-26 23:59:49,88.0,60.6,609.8
2018-08-27 23:59:52,84.0,60.4,602.7
2018-08-28 23:59:54,86.9,58.3,621.8
2018-08-29 23:59:56,94.6,61.3,637.5
2018-08-30 23:59:58,94.6,57.4,687.2
2018-08-31 23:59:46,92.3,58.1,638.5
2018-09-01 23:59:48,86.0,58.1,601.8
2018-09-02 23:59:50,85.5,64.2,593.9
2018-09-03 23:59:51,87.6,65.8,632.7
2018-09-04 23:59:53,87.8,63.9,600.8
2018-09-05 23:59:55,88.9,63.9,604.5
2018-09-06 23:59:58,90.0,62.4,604.7
2018-09-07 23:59:45,99.0,59.9,635.5
2018-09-08 23:59:47,105.6,61.7,663.9
2018-09-09 23:59:50,98.6,61.9,651.7
2018-09-10 23:59:52,93.7,61.0,627.1
2018-09-11 23:59:54,87.8,61.9,606.7
