date,high temp,low temp,solarRad
20190708,81.0,62.3,
20190709,82.4,62.0,
20190710,82.9,60.4,
20190711,84.4,60.2,
20190712,86.2,60.9,
20190713,90.3,61.5,
20190714,85.0,62.7,
20190715,85.8,61.3,
20190716,89.2,60.8,
20190717,85.4,66.0,
20190718,83.4,60.6,
20190719,80.9,60.0,
20190720,80.8,63.2,
20190721,82.2,61.1,
20190722,89.3,61.2,
20190723,94.3,66.3,
20190724,95.7,65.8,
20190725,98.3,69.2,
20190726,93.0,66.1,
20190727,91.8,64.1,
20190728,85.8,63.9,
20190729,85.8,62.7,
20190730,85.4,62.7,
20190731,85.6,63.8,
20190801,84.6,61.4,
20190802,90.5,60.3,
20190803,87.8,62.4,
20190804,91.6,62.3,
20190805,85.2,61.1,
20190806,87.3,63.1,
20190807,85.9,62.6,
20190808,83.1,62.1,
20190809,88.7,59.9,
20190810,84.8,58.7,
20190811,85.0,62.5,
20190812,86.8,61.2,
20190813,87.7,62.2,
20190814,90.6,61.8,
20190815,90.4,60.8,
20190816,85.4,61.7,
20190817,85.1,63.4,
20190818,84.1,62.3,
20190819,84.0,61.4,
20190820,86.3,60.2,
20190821,92.2,60.3,
20190822,86.3,63.8,
20190823,87.6,64.5,
20190824,91.2,63.2,
20190825,91.0,64.0,
20190826,92.0,66.0,
20190827,90.6,65.5,
20190828,88.0,67.4,
20190829,89.3,65.5,
20190830,92.2,65.0,
20190831,90.2,64.2,
20190901,89.1,64.4,
20190902,99.8,66.7,
20190903,96.2,68.7,
20190904,96.5,67.4,
20190905,96.4,68.6,
20190906,92.3,66.8,
20190907,91.5,65.1,
20190908,85.0,59.8,
20190909,84.1,60.4,
20190910,81.4,64.5,
20190911,84.0,62.2,
20190912,90.6,60.2,
20190913,97.5,62.5,
20190914,100.4,64.3,
20190915,87.1,65.0,
20190916,88.0,63.3,
20190917,85.0,62.1,
20190918,85.5,61.2,
20190919,81.9,62.9,
20190920,83.5,59.7,
20190921,91.1,59.7,
20190922,95.0,61.7,
20190923,85.4,62.7,
20190924,87.9,65.1,
20190925,89.7,63.9,
20190926,78.6,65.8,
20190927,75.9,66.2,
20190928,69.4,60.2,
20190929,77.6,54.1,
20190930,77.4,50.9,
20191001,80.6,53.5,
20191002,84.7,54.2,
20191003,81.8,52.5,
20191004,81.4,53.2,
20191005,87.8,52.9,
20191006,94.0,52.7,
20191007,89.7,54.4,
20191008,86.9,55.2,
20191009,78.7,58.0,
20191010,88.6,61.0,
20191011,95.7,50.9,
20191012,89.0,55.5,
20191013,80.2,50.6,
20191014,78.2,57.0,
20191015,89.2,54.0,
20191016,95.0,55.8,
20191017,83.0,59.9,
20191018,82.2,57.3,
20191019,82.7,54.4,
20191020,92.8,55.8,
20191021,98.4,61.8,
20191022,62.7,57.2,
20191023,81.4,77.8,
20191024,103.2,56.5,
20191025,99.6,56.3,
20191026,94.2,56.7,
20191027,72.1,57.9,
20191028,79.3,52.3,
20191029,75.2,47.3,
20191030,81.6,50.6,
20191031,86.3,47.5,
20191101,91.3,50.0,
20191102,92.3,50.2,
20191103,84.1,46.0,
20191104,85.2,45.8,
20191105,85.1,47.3,
20191106,77.4,49.9,
20191107,79.1,55.8,
20191108,90.8,50.4,
20191109,94.7,54.8,
20191110,82.4,53.8,
20191111,79.2,57.7,
20191112,82.4,56.9,
20191113,75.0,54.1,
20191114,74.5,53.6,
20191115,75.2,53.3,
20191116,85.2,49.9,
20191117,96.9,49.9,
20191118,98.2,56.9,
20191119,77.6,55.7,
20191120,57.6,49.3,
20191121,70.2,50.5,
20191122,77.4,49.2,
20191123,82.2,50.1,
20191124,82.8,45.7,
20191125,73.8,45.7,
20191126,71.9,47.7,
20191127,55.5,44.8,
20191128,49.0,43.4,
20191129,60.0,39.4,
20191130,59.1,43.3,
20191201,63.3,47.3,
20191202,77.3,47.2,
20191203,65.0,49.4,
20191204,59.7,53.4,
20191205,71.1,50.3,
20191206,66.3,50.7,
20191207,65.3,57.9,
20191208,64.3,53.5,
20191209,75.1,48.2,
20191210,71.6,47.4,
20191211,73.0,45.5,
20191212,77.8,49.0,
20191213,73.9,49.8,
20191214,68.3,50.4,
20191215,64.5,48.9,
20191216,74.7,43.3,
20191217,71.7,37.2,
20191218,64.4,39.5,
20191219,73.6,40.1,
20191220,77.7,44.9,
20191221,75.3,47.2,
20191222,68.7,49.1,
20191223,56.4,47.7,
20191224,63.9,43.8,
20191225,63.4,45.9,
20191226,54.7,42.8,
20191227,69.4,40.7,
20191228,68.6,39.4,
20191229,64.8,42.2,
20191230,69.0,49.1,
20191231,78.5,44.4,
