date,high temp,low temp,solarRad
2019-01-01 23:59:56,59.7,39.9,394.3
2019-01-02 23:59:54,60.1,40.6,383.4
2019-01-03 23:59:52,66.0,43.5,413.4
2019-01-04 23:59:54,64.2,45.7,405.2
2019-01-05 23:59:52,56.5,47.1,121.8
2019-01-06 23:59:51,57.9,45.1,464.1
2019-01-07 23:59:49,59.7,48.7,235.0
2019-01-08 23:59:44,70.9,49.8,319.2
2019-01-09 23:59:59,64.9,48.6,404.7
2019-01-10 23:59:58,63.1,48.6,392.1
2019-01-11 23:59:56,63.5,45.7,360.9
2019-01-12 23:59:55,58.6,47.8,467.6
2019-01-13 23:59:53,60.1,44.6,218.6
2019-01-14 23:59:53,55.8,48.7,147.1
2019-01-15 23:59:54,58.6,49.3,175.7
2019-01-16 23:59:52,57.9,52.0,238.1
2019-01-17 23:59:36,59.5,54.7,153.5
2019-01-18 23:59:47,63.5,52.0,80.6
2019-01-19 23:59:58,77.5,52.2,484.9
2019-01-20 23:59:56,72.1,55.2,414.2
2019-01-21 23:59:39,59.0,51.3,536.1
2019-01-22 23:59:53,66.7,45.7,490.2
2019-01-23 23:59:51,66.4,47.1,432.5
2019-01-24 23:59:52,76.3,50.0,450.7
2019-01-25 23:59:36,75.2,51.8,515.3
2019-01-26 23:59:48,75.7,57.0,342.7
2019-01-27 23:59:59,75.4,57.4,472.8
2019-01-28 23:59:31,68.2,52.7,215.9
2019-01-29 23:59:54,70.2,53.8,395.1
2019-01-30 23:59:53,67.1,52.2,437.7
2019-01-31 23:59:51,58.3,49.3,193.9
2019-02-01 23:59:52,61.3,47.5,279.3
2019-02-02 23:59:48,56.3,48.4,64.6
2019-02-03 23:59:36,56.3,49.3,422.9
2019-02-04 23:59:34,57.6,48.4,656.7
2019-02-05 23:59:36,54.1,44.1,544.4
2019-02-06 23:59:58,55.4,40.1,550.5
2019-02-07 23:59:57,61.3,38.7,570.8
2019-02-08 23:59:56,61.3,40.8,570.8
2019-02-09 23:59:31,58.1,43.5,692.8
2019-02-10 23:59:54,53.4,44.6,530.1
2019-02-11 23:59:52,61.2,39.0,605.9
2019-02-12 23:59:50,66.6,42.6,423.3
2019-02-13 23:59:52,58.1,48.7,403.8
2019-02-14 23:59:47,60.6,50.7,599.1
2019-02-15 23:59:35,57.4,47.7,619.4
2019-02-16 23:59:59,58.8,44.2,602.0
2019-02-17 23:59:45,55.0,42.1,699.3
2019-02-18 23:59:58,57.6,38.1,610.3
2019-02-19 23:59:56,58.1,40.3,600.3
2019-02-20 23:59:40,54.1,40.1,452.0
2019-02-21 23:59:54,55.9,39.7,675.8
2019-02-22 23:59:53,59.9,40.1,647.2
2019-02-23 23:59:52,61.0,42.3,601.7
2019-02-24 23:59:50,66.4,43.9,617.7
2019-02-25 23:59:51,67.8,46.2,606.8
2019-02-26 23:59:49,67.8,45.9,530.5
2019-02-27 23:59:48,64.4,48.6,622.5
2019-02-28 23:59:59,66.2,53.4,566.0
2019-03-01 23:59:57,66.0,54.0,536.6
2019-03-02 23:59:54,59.4,52.7,539.1
2019-03-03 23:59:52,62.4,52.9,1421.6
2019-03-04 23:59:51,61.5,49.1,755.7
2019-03-05 23:59:52,67.5,47.7,680.5
2019-03-06 23:59:54,58.3,50.7,311.8
2019-03-07 23:59:46,60.6,49.3,740.9
2019-03-08 23:59:47,58.5,45.9,802.5
2019-03-10 23:59:58,60.4,44.2,734.4
2019-03-10 01:59:59,46.0,45.1,0.0
2019-03-10 01:59:59,46.0,45.1,0.0
2019-03-11 02:04:45,48.9,47.1,0.0
2019-03-11 23:59:56,65.7,45.1,701.8
2019-03-12 23:59:54,70.5,50.4,697.6
2019-03-13 23:59:51,68.2,46.6,683.6
2019-03-14 23:59:50,70.9,47.8,717.9
2019-03-15 23:59:54,75.9,48.4,740.9
2019-03-16 23:59:46,81.0,57.4,743.6
2019-03-17 23:59:44,84.4,57.6,736.6
2019-03-18 23:59:56,77.4,55.0,724.8
2019-03-19 23:59:54,68.5,53.8,633.3
2019-03-20 23:59:52,62.8,51.6,849.8
2019-03-21 23:59:51,59.4,48.2,479.3
2019-03-22 23:59:39,64.9,45.1,684.1
2019-03-23 23:59:51,64.2,50.2,478.8
2019-03-24 23:59:46,70.5,49.3,678.8
2019-03-25 23:59:44,74.5,49.8,667.6
2019-03-26 23:59:58,73.9,49.3,708.8
2019-03-27 23:59:56,68.2,51.6,694.0
2019-03-28 23:59:54,66.2,51.6,726.2
2019-03-29 23:59:53,69.8,48.6,724.0
2019-03-30 23:59:50,79.3,52.3,734.0
2019-03-31 23:59:49,83.8,57.7,746.1
2019-04-01 23:59:46,82.4,59.4,747.3
