date,high temp,low temp,solarRad
20190523,62.1,52.7,599.7
20190524,64.4,51.4,616.2
20190525,64.2,54.5,705.8
20190526,58.6,51.3,468.6
20190527,63.1,47.3,621.2
20190528,64.2,50.5,619.0
20190529,67.3,53.2,727.0
20190530,66.0,54.1,672.0
20190531,64.0,56.7,752.2
20190601,64.4,57.4,498.0
20190602,64.8,56.8,711.2
20190603,64.6,56.8,705.5
20190604,65.8,58.3,742.8
20190605,68.0,59.0,810.6
20190606,66.4,59.2,855.5
20190607,66.7,59.5,750.7
20190608,69.1,60.1,664.3
20190609,72.3,58.1,622.8
20190610,85.3,59.7,712.5
20190611,80.2,62.2,692.3
20190612,70.9,60.6,854.4
20190613,67.3,60.3,727.9
20190614,66.7,59.9,692.5
20190615,69.3,59.7,701.0
20190616,68.4,59.2,679.2
20190617,68.5,59.9,801.0
20190618,66.7,60.6,731.5
20190619,71.6,61.5,697.1
20190620,67.8,61.5,868.7
20190621,67.6,59.9,621.2
20190622,68.7,60.1,725.2
20190623,67.6,58.8,839.9
20190624,66.4,59.7,700.4
20190625,65.8,61.2,630.2
20190626,67.3,59.5,837.6
20190627,70.3,58.3,603.6
20190628,73.9,61.2,608.6
20190629,77.7,56.3,718.5
20190630,78.3,58.3,614.3
20190701,74.3,58.6,603.5
20190702,73.9,58.6,603.0
20190703,71.8,60.4,621.1
20190704,69.6,61.0,628.4
20190705,70.0,58.1,644.2
20190706,71.6,60.8,679.0
20190707,69.1,60.8,736.8
20190708,71.6,60.8,797.9
20190709,70.5,59.9,613.6
20190710,69.1,58.8,624.6
20190711,73.8,59.7,735.7
20190712,73.2,60.4,581.2
20190713,74.5,61.2,593.7
20190714,72.0,63.0,639.1
20190715,74.5,60.8,610.8
20190716,74.8,61.5,589.6
20190717,73.6,64.4,576.3
20190718,71.2,62.6,669.4
20190719,71.4,59.2,557.9
20190720,73.2,63.3,559.4
20190721,72.3,62.1,559.3
20190722,78.6,60.8,627.8
20190723,83.7,64.9,697.0
20190724,84.4,67.5,573.8
20190725,86.0,67.8,898.5
20190726,81.9,66.4,575.3
20190727,81.5,64.2,572.4
20190728,73.8,63.1,610.7
20190729,73.4,62.1,634.9
20190730,75.0,63.3,581.9
20190731,73.2,62.2,649.4
20190801,73.6,60.8,551.3
20190802,74.5,61.0,553.7
20190803,75.7,61.0,631.4
20190804,77.2,61.5,569.0
20190805,72.7,59.5,546.2
20190806,78.4,61.7,558.6
20190807,74.1,61.3,693.4
20190808,69.3,60.6,694.3
20190809,75.0,59.5,546.6
20190810,74.3,59.4,533.3
20190811,77.0,63.3,545.5
20190812,76.1,61.3,525.5
20190813,72.3,62.8,524.8
20190814,74.1,60.6,525.7
20190815,73.9,61.0,530.6
20190816,73.9,61.9,514.4
20190817,72.1,63.3,514.8
20190818,71.8,63.0,621.2
20190819,72.7,62.4,510.0
20190820,76.5,60.4,514.2
20190821,80.2,60.8,524.9
20190822,75.9,63.0,517.0
20190823,75.4,65.3,502.6
20190824,78.3,62.8,507.8
20190825,79.7,63.3,507.1
20190826,83.7,65.5,506.5
20190827,78.8,65.3,500.5
20190828,76.1,66.7,498.8
20190829,76.5,64.9,496.7
20190830,81.9,66.7,501.9
20190831,80.1,63.7,493.0
20190901,74.5,63.3,545.3
20190902,90.7,67.6,619.6
20190903,83.7,68.5,498.4
20190904,85.6,68.7,553.7
20190905,86.4,69.1,645.1
20190906,83.1,68.7,482.1
20190907,81.9,65.5,490.9
20190908,73.8,60.4,463.1
20190909,73.4,60.4,544.4
20190910,74.1,63.9,598.1
20190911,74.3,62.2,483.2
20190912,75.7,61.7,464.3
20190913,82.6,62.4,474.6
20190914,84.9,66.4,475.8
20190915,81.3,62.2,533.3
20190916,76.6,62.2,536.3
20190917,77.2,61.3,449.6
20190918,75.6,61.5,443.6
20190919,72.1,63.3,471.5
20190920,75.4,60.3,432.5
20190921,77.9,60.6,447.3
20190922,89.1,63.1,725.4
20190923,76.3,62.1,433.9
20190924,79.3,59.2,436.7
20190925,81.3,62.6,505.9
20190926,72.9,65.5,545.1
20190927,72.1,65.1,576.0
20190928,67.8,61.2,793.7
20190929,70.9,54.9,523.9
20190930,67.5,53.2,492.8
20191001,72.1,57.4,512.6
20191002,73.8,54.3,507.5
20191003,71.4,54.1,501.4
20191004,71.8,54.3,493.1
20191005,76.3,55.2,514.3
20191006,81.0,55.2,507.6
20191013,70.7,53.4,460.4
20191014,71.1,57.0,449.0
20191015,74.8,55.4,476.0
20191016,91.2,60.1,578.3
20191017,72.3,59.2,454.3
20191018,70.2,59.4,446.0
20191019,72.1,55.8,526.5
20191020,87.8,59.0,486.5
20191021,88.7,69.3,487.1
20191022,93.2,66.4,484.0
20191023,89.4,65.1,478.0
20191024,93.2,66.6,493.5
20191025,89.2,65.3,482.2
20191026,85.6,63.1,466.6
20191027,69.8,57.9,525.8
20191028,74.5,56.8,426.9
20191029,68.5,51.4,417.3
20191030,72.5,53.4,416.3
20191031,77.7,54.1,452.7
20191101,80.1,58.8,437.0
20191102,77.7,54.9,537.8
20191103,74.3,52.5,431.9
20191104,73.8,52.3,422.6
20191105,74.3,51.1,431.5
20191106,64.6,52.3,476.3
20191107,67.6,54.3,404.5
20191108,80.4,55.0,428.9
20191109,86.4,62.6,436.1
20191110,71.2,53.8,399.2
20191111,65.8,57.4,394.4
20191112,67.6,53.4,420.9
20191113,66.2,54.1,441.1
20191114,66.7,54.9,452.4
20191115,70.2,52.5,512.8
20191116,76.1,52.0,422.0
20191117,88.0,58.8,437.7
20191118,91.0,62.1,473.0
20191119,76.3,59.0,503.7
20191120,59.0,52.2,444.2
20191121,64.4,51.1,488.6
20191122,69.4,53.1,420.9
20191123,72.1,55.0,426.7
20191124,75.4,51.8,426.8
20191125,67.1,50.5,404.0
20191126,65.7,50.2,453.6
20191127,56.8,46.2,487.2
20191128,49.8,44.8,396.2
20191129,56.1,39.7,513.1
20191130,57.2,44.4,274.6
20191201,62.1,50.7,228.8
20191202,67.6,49.6,443.3
20191203,66.4,52.3,147.0
20191204,60.6,54.0,216.3
20191205,67.1,51.3,459.3
20191206,66.4,56.3,207.0
20191207,64.9,58.1,234.8
20191208,61.9,52.9,613.1
20191209,70.2,48.9,430.5
20191210,68.2,49.6,435.1
20191211,64.0,48.2,456.9
20191212,69.6,51.4,411.0
20191213,66.0,52.5,388.5
20191214,64.6,54.7,385.9
20191215,61.5,53.2,382.0
20191216,67.3,49.1,399.0
20191217,67.1,45.5,465.0
20191218,64.0,50.2,476.4
20191219,64.0,45.7,380.4
20191220,76.1,55.0,407.0
20191221,72.3,55.2,355.6
20191222,65.1,50.2,393.3
20191223,57.0,49.3,176.4
20191224,59.4,45.7,431.3
20191225,57.7,45.3,543.7
20191226,53.8,44.1,493.8
20191227,61.5,48.2,395.4
20191228,61.5,45.0,397.1
20191229,59.9,47.5,474.6
20191230,64.4,51.3,438.7
20191231,71.2,53.2,412.1
